row_id,Category Code,SPECS
133,[341121000000],"{'[Type]': '[Edge-Lit]', '[Series]': '[ELX-604]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Legend]': '[EXIT]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[3, 5 | W]', '[Average Life]': '[219000 | hrs]', '[Light Color]': '[Red]', '[Mounting Type]': '[Universal]', '[Power Source]': '[Nickel-Cadmium Battery]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[White]', '[Dimensions]': '[7-3/8 in H x 13-3/4 in W x 2 in D]'}"
134,[341520000000],"{'[Type]': '[Standard Arm]', '[Series]': '[Prevail]', '[Material]': '[Die-Cast Aluminum]', '[Finish]': '[Bronze]'}"
135,[341837000000],"{'[Series]': '[SWL]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[500 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Material]': '[Polycarbonate]', '[Housing Finish]': '[White]', '[Dimensions]': '[3.32 in H x 6.15 in W x 5.27 in D]'}"
136,[341343000000],"{'[Type]': '[Architectural]', '[Series]': '[OEC]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[112, 126, 142 | W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[14000, 16000, 18000 | Lumens]', '[Mounting Type]': '[Surface/Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss White]', '[Dimensions]': '[2-7/8 in L x 3-3/8 in W x 5-3/8 in H]'}"
137,[373326000000],"{'[Series]': '[76-400]', '[Glove Type]': '[Work]', '[Size]': '[Small]', '[Palm Material]': '[Nitrile]', '[Material]': '[Nylon]', '[Color]': '[Grey/Black]', '[Style]': '[Left/Right Hand]', '[Cuff Style]': '[Seamless]', '[Coating]': '[Nitrile]', '[Resists]': '[Abrasion]'}"
138,[1011120000],"{'[Type]': '[Narrow Face Crimped]', '[Series]': '[TLN-4]', '[Brush Diameter]': '[4 | in]', '[Face Width]': '[1/2 | in]', '[Arbor Hole Size]': '[5/8 to 1/2 | in]', '[Filament/Wire Type]': '[Crimped]', '[Filament/Wire Diameter]': '[0.006 | in]', '[Fill Material]': '[Steel]', '[Trim Length]': '[7/8 | in]', '[Maximum Speed]': '[12500 | rpm]', '[Attachment Type]': '[Arbor Hole]'}"
139,[1130240000],"{'[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Frame Material]': '[Polycarbonate]', '[Temple Style]': '[Adjustable]'}"
140,[1024101000],"{'[Type]': '[Round Tip]', '[Series]': '[T16]', '[Maximum Diameter]': '[2-3/4 | in]', '[Grit]': '[20]', '[Bond Type]': '[Resin]', '[Shape Type]': '[Type 16]', '[Thread Size]': '[5/8 in - 11]', '[Maximum Speed]': '[13195 | rpm]', '[Abrasive Material]': '[Zirconia Alumina]'}"
141,[1112110000],"{'[Size]': '[X-Large]', '[Material]': '[Foam PVC]', '[Color]': '[Blue/Yellow]', '[Finish]': '[Sandy Finish]', '[Hand Type]': '[Left/Right]', '[Lining]': '[Cotton Interlock]', '[Cuff Style]': '[Knit Wrist]', '[Coating]': '[PVC]', '[Resists]': '[Abrasion/Cut/Tear/Puncture]'}"
142,[1012150000],"{'[Type]': '[Foundry]', '[Series]': '[W207]', '[Head Diameter]': '[3/4 | in]', '[Shank Diameter]': '[1/4 | in]', '[Shank Length]': '[1-1/2 | in]', '[Grit]': '[24]', '[Grade]': '[U]', '[Abrasive Material]': '[Zirconia Alumina]', '[Maximum Speed]': '[24000 | rpm]', '[Bond Type]': '[Resin]'}"
143,[341540000000],"{'[Series]': '[RL435]', '[Lamp Type]': '[LED]', '[Fixture Wattage]': '[10.8 | W]', '[Material]': '[Aluminum]'}"
144,[342012000000],"{'[Type]': '[Insert]', '[Series]': '[RL375]', '[Suitable For Use With]': '[RL375 Series Downlights]', '[Material]': '[Die-Cast Aluminum]', '[Color]': '[Satin Nickel]'}"
145,[1163111814],"{'[Series]': '[40-151]', '[Size]': '[Small]', '[Color]': '[White]', '[Material]': '[Microporous]', '[Resists]': '[Non-Hazardous Liquids/Dry Particles]'}"
146,[1010130000],"{'[Type]': '[Self-Fastening]', '[Series]': '[PS22K]', '[Length]': '[5-1/4 | in]', '[Width]': '[3 | in]', '[Grit]': '[40]', '[Abrasive Material]': '[Aluminium Oxide]', '[Backing Material]': '[Paper]', '[Coat Type]': '[Semi-Open]', '[Applicable Materials]': '[Wood, Metals, Paint, Varnish, Plastic and Steel]', '[Backing Weight]': '[E-Weight]'}"
147,[342310000000],"{'[Type]': '[Flicker-Free Triac Dimming]', '[Series]': '[ET-LED-345]', '[Lamp Type]': '[LED]', '[Fixture Wattage]': '[36.9 | W]', '[Voltage Rating]': '[120 | V]', '[Color Temperature]': '[3000 | K]', '[Maximum Extension]': '[360 deg horizontal/180 deg vertical]', '[Color Rendering Index (CRI)]': '[90]', '[Beam Spread]': '[36 to 38 deg Flood]', '[Head Type]': '[Adjustable]', '[Width]': '[5 | in]', '[Length]': '[6.94 | in]', '[Mounting Type]': '[Ceiling]', '[Housing Material]': '[Extruded Die Cast Aluminum]', '[Housing Finish]': '[Architectural White]'}"
148,[341835000000],"{'[Type]': '[Medium No Cut-Off]', '[Series]': '[OWP-NC-201-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Optical]', '[Lumens]': '[4500 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9-1/2 in H x 14-1/2 in W x 7-3/4 in D]'}"
149,[3622210000],"{'[Type]': '[Turbo Segment]', '[Series]': '[DT 350 BT Extra]', '[Blade Diameter]': '[14 | in]', '[Cutting Width]': '[1/8 | in]', '[Segment Height]': '[3/8 | in]', '[Maximum Speed]': '[5500 | rpm]', '[Applicable Materials]': '[Concrete/Cured Concrete/Reinforced Concrete]'}"
150,[341321000000],"{'[Type]': '[Architectural]', '[Series]': '[CB6-LED]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[241 | W]', '[Average Life]': '[83000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V 1% Dimming]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[36000 | Lumens]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Post Painted White]', '[Dimensions]': '[3-1/16 in H x 48 in W x 1-11/16 D]'}"
151,[341540000000],"{'[Series]': '[14-OVHP-RTK-LED]', '[Size]': '[1 x 4 | ft]', '[Lamp Type]': '[LED]', '[Fixture Wattage]': '[34, 25, 16 | W]', '[Mounting Type]': '[Surface]', '[Finish]': '[Post Painted Coated]'}"
152,[1112110000],"{'[Size]': '[Large]', '[Material]': '[Foam PVC]', '[Color]': '[Blue/Yellow]', '[Finish]': '[Sandy Finish]', '[Hand Type]': '[Left/Right]', '[Lining]': '[Cotton Interlock]', '[Cuff Style]': '[Knit Wrist]', '[Coating]': '[PVC]', '[Resists]': '[Abrasion/Cut/Tear/Puncture]'}"
153,[1112140000],"{'[Type]': '[Examination]', '[Size]': '[Small]', '[Palm Material]': '[Nitrile]', '[Material]': '[Nitrile]', '[Color]': '[Violet]', '[Application Type]': '[Examination Grade]', '[Style]': '[Disposable]', '[Powder Style]': '[Powder-Free]', '[Thickness]': '[3 | mil]', '[Resists]': '[Water Resistant/Chemical Resistant]'}"
154,[1012150000],"{'[Type]': '[Foundry]', '[Series]': '[W189]', '[Head Diameter]': '[1/2 | in]', '[Shank Diameter]': '[1/4 | in]', '[Shank Length]': '[1-1/2 | in]', '[Grit]': '[24]', '[Grade]': '[U]', '[Abrasive Material]': '[Zirconia Alumina]', '[Maximum Speed]': '[24000 | rpm]', '[Bond Type]': '[Resin]'}"
155,[342310000000],"{'[Type]': '[Flicker-Free Triac Dimming]', '[Series]': '[ET-LED-344]', '[Lamp Type]': '[LED]', '[Fixture Wattage]': '[29.4 | W]', '[Voltage Rating]': '[120 | V]', '[Color Temperature]': '[3000 | K]', '[Maximum Extension]': '[360 deg horizontal/180 deg vertical]', '[Color Rendering Index (CRI)]': '[90]', '[Beam Spread]': '[36 to 38 deg Flood]', '[Head Type]': '[Adjustable]', '[Width]': '[4.61 | in]', '[Length]': '[5.66 | in]', '[Mounting Type]': '[Ceiling]', '[Housing Material]': '[Extruded Die Cast Aluminum]', '[Housing Finish]': '[Architectural Black]'}"
156,[3622210000],"{'[Type]': '[Turbo Segment]', '[Series]': '[DT 350 BT Extra]', '[Blade Diameter]': '[14 | in]', '[Cutting Width]': '[1/8 | in]', '[Segment Height]': '[3/8 | in]', '[Maximum Speed]': '[5500 | rpm]', '[Applicable Materials]': '[Concrete/Cured Concrete/Reinforced Concrete]'}"
157,[341832000000],"{'[Type]': '[Luminaire]', '[Series]': '[OVT]', '[Voltage Rating]': '[120 to 277 | V]', '[Fixture Wattage]': '[18 | W]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Light Color]': '[Cool White]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[1500 | Lumens]', '[Mounting Type]': '[Ceiling/Wall]', '[Dimensions]': '[12 in H x 7.5 in W x 5.5 in D]'}"
158,[342012000000],"{'[Type]': '[Insert]', '[Series]': '[RL375]', '[Suitable For Use With]': '[RL375 Series Downlights]', '[Material]': '[Die-Cast Aluminum]', '[Color]': '[Bronze]'}"
159,[1137130000],"{'[Design]': '[Corded]', '[Noise Reduction Rating]': '[33]', '[Shape]': '[Bullet]', '[Size]': '[Universal]', '[Plug Color]': '[Fluorescent Red]', '[Plug Material]': '[Soft PU Foam]', '[Specifications Met]': '[ANSI S3.19 - 1974 and CE EN 352-2]', '[Disposable/Reusable]': '[Disposable]'}"
160,[341835000000],"{'[Type]': '[Full Cut-Off Large]', '[Series]': '[OWP-FC-311-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[93.07 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[137 | Lumens/W]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[12000 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[10.81 in H x 18 in W x 11.24 in D]'}"
161,[341336000000],"{'[Type]': '[Wraparound]', '[Series]': '[OEW-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[3000, 4000, 5000 | Lumens]', '[Mounting Type]': '[Suspended/Surface]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss White]'}"
162,[1010140000],"{'[Type]': '[Semi-Open Coat]', '[Series]': '[PL 31 B]', '[Roll Width]': '[3.5 | in]', '[Roll Length]': '[1968 | in]', '[Grit]': '[150]', '[Abrasive Material]': '[Aluminium Oxide]', '[Backing Material]': '[B-Paper]', '[Color]': '[Orange]', '[Applicable Materials]': '[Wood/Metals]'}"
163,[341530000000],{'[Material]': '[Acrylic]'}
164,[1010170000],"{'[Type]': '[Extra Abrasive]', '[Series]': '[SMT 325 Extra]', '[Disc Diameter]': '[5 | in]', '[Grit]': '[40]', '[Abrasive Material]': '[Zirconia Alumina]', '[Disc Type]': '[Flap]', '[Backing Material]': '[Plastic]', '[Maximum Speed]': '[12200 | rpm]'}"
165,[341524000000],"{'[Type]': '[Luminaire]', '[Series]': '[OHB]', '[Voltage Rating]': '[347 | V]', '[Fixture Wattage]': '[148 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Light Output]': '[205 | Lumens/W]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Standard]', '[Lumens]': '[24000 | Lumens]', '[Mounting Type]': '[Suspension]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[White Enamel]'}"
166,[341815000000],"{'[Series]': '[OFL]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[50 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[120 | Lumens/W]', '[Average Life]': '[1000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[6000 | Lumens]', '[Housing Material]': '[Aluminum Alloy]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9 in H x 8.4 in W x 2.3 in D]'}"
167,[331211000000],"{'[Suitable For Use With]': '[Works with electronic low voltage and incandescent]', '[Material]': '[Aluminum]', '[Finish]': '[Anodized]', '[Dimensions]': '[4.72 in H x 4.5 in W x 2.1 in D]'}"
168,[1010281200],"{'[Type]': '[Self-Fastening Semi-Open Coat]', '[Series]': '[FP 77 K T-ACT]', '[Disc Diameter]': '[6 | in]', '[Grit]': '[500]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Film]'}"
169,[341330000000],"{'[Type]': '[Foot LED Recessed]', '[Series]': '[OT-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[37 | W]', '[Lamp Base Type]': '[A12]', '[Light Output]': '[109 | Lumens/W]', '[Average Life]': '[72000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Prismatic Acrylic]', '[Lumens]': '[4000 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Steel]', '[Dimensions]': '[23-3/4 in H x 23-3/4 in W x 3-3/4 in D]'}"
170,[341827000000],"{'[Type]': '[Twin Head]', '[Series]': '[SFLS]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[70 | W]', '[Number of Lamps]': '[2]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[1000 | Lumens]', '[Mounting Type]': '[Eave/Wall]', '[Housing Material]': '[Polycarbonate]', '[Sensing Angle]': '[180 | deg]', '[Time Delay]': '[30, 60, 90 | sec]', '[Detection Range]': '[40 | ft]', '[Dimensions]': '[6.46 in H x 8.94 in W]'}"
171,[342014000000],"{'[Series]': '[BL4R]', '[Voltage Rating]': '[120 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[50 | W]', '[Insulation Type]': '[Non-IC]', '[Mounting Type]': '[Recessed]', '[Diameter]': '[4 | in]', '[Height]': '[5.5 | in]'}"
172,[341526000000],"{'[Series]': '[CB2-LED]', '[Color]': '[White]'}"
173,[1024101000],"{'[Type]': '[Round Tip]', '[Series]': '[T16]', '[Maximum Diameter]': '[1-1/2 | in]', '[Grit]': '[20]', '[Bond Type]': '[Resin]', '[Shape Type]': '[Type 16]', '[Thread Size]': '[5/8 in - 11]', '[Maximum Speed]': '[24190 | rpm]', '[Abrasive Material]': '[Zirconia Alumina]'}"
174,[1015240000],"{'[Type]': '[Drive]', '[Series]': '[AU-1]', '[Arbor Hole Size]': '[1/2 | in]', '[Shank Diameter]': '[1/4 | in]', '[Shaft Length]': '[3/4 | in]', '[Suitable For Use With]': '[Mounting Small Diameter Wheels into a Collet or Chuck]', '[Maximum Speed]': '[20000 | rpm]'}"
175,[1112130000],"{'[Type]': '[Ultra Thin Cut-Resistant]', '[Series]': '[69-840]', '[Size]': '[Large]', '[Palm Material]': '[HPPE]', '[Coating Material]': '[Foam Nitrile]', '[Material]': '[HPPE]', '[Color]': '[Sky-Blue]', '[Hand Type]': '[Paired]', '[Lining]': '[HPPE]', '[Cuff Style]': '[Seamless]', '[ANSI Puncture-Resistance Level]': '[3]', '[Resists]': '[Abrasion, Cut, Tear and Puncture]'}"
176,[1012130000],"{'[Type]': '[Portable Snagging]', '[Series]': '[T1]', '[Maximum Diameter]': '[8 | in]', '[Head Thickness]': '[1 | in]', '[Center Hole Size]': '[5/8 | in]', '[Shape Type]': '[Type 1]', '[Grit]': '[16]', '[Grade]': '[O]', '[Abrasive Material]': '[Zirconia Alumina]', '[Maximum Speed]': '[6000 | rpm]', '[Bond Type]': '[Resin]', '[Attachment Type]': '[Arbor Hole]', '[Applicable Materials]': '[Cast Iron/Cast Steel/Ductile Iron/Gray Iron/High-Nickel Alloys/Stainless Steel/White Iron]'}"
177,[342013000000],"{'[Type]': '[Downlight]', '[Series]': '[RL276]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[8 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Number of Lamps]': '[1]', '[Recessed Trim Type]': '[Baffle]', '[Average Life]': '[50000 | hrs]', '[Light Color]': '[Blanco]', '[Color Temperature]': '[2700 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% TRIAC Dimming]', '[Lumens]': '[600 | Lumens]', '[Housing Material]': '[Cast Aluminum]', '[Dimensions]': '[3-1/8 in H x 2-3/8 in W x 2-1/2 in D]'}"
178,[1010281200],"{'[Type]': '[Self-Fastening Semi-Open Coat]', '[Series]': '[FP 77 K T-ACT]', '[Disc Diameter]': '[6 | in]', '[Grit]': '[800]', '[Grade]': '[Fine]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Film]'}"
179,[341526000000],"{'[Series]': '[CB2-LED]', '[Color]': '[White]'}"
180,[341524000000],"{'[Type]': '[Round Medium Distribution]', '[Series]': '[UHB-12]', '[Voltage Rating]': '[347 | V]', '[Fixture Wattage]': '[100 | W]', '[Amperage Rating]': '[0.3 | A]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Light Output]': '[137 | Lumens/W]', '[Average Life]': '[60000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Ballast Type]': '[0 to 10 V Dimmable]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[12000 | Lumens]', '[Cord Type]': '[6 ft with Dimming Leads]', '[Enclosure Type]': '[IP65]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[White Polyester Powder Coated]'}"
181,[341815000000],"{'[Series]': '[OFL]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[50 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[120 | Lumens/W]', '[Average Life]': '[1000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[6000 | Lumens]', '[Housing Material]': '[Aluminum Alloy]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9 in H x 8.4 in W x 2.3 in D]'}"
182,[331424000000],"{'[Type]': '[Room Controller]', '[Voltage Rating]': '[24 | VDC]', '[Communication Type]': '[ON/OFF Switch]', '[Connector Type]': '[RJ-45]', '[Temperature Rating]': '[0 to 40 | deg C]', '[Color]': '[White]', '[Dimensions]': '[4-3/4 in H x 3-1/4 in W]'}"
183,[1010170000],"{'[Type]': '[Extra Abrasive]', '[Series]': '[SMT 325 Extra]', '[Disc Diameter]': '[4.5 | in]', '[Grit]': '[80]', '[Abrasive Material]': '[Zirconia Alumina]', '[Disc Type]': '[Flap]', '[Backing Material]': '[Plastic]', '[Maximum Speed]': '[12200 | rpm]'}"
184,[341330000000],"{'[Type]': '[Foot LED Recessed]', '[Series]': '[OT-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[43 | W]', '[Lamp Base Type]': '[A12]', '[Light Output]': '[108 | Lumens/W]', '[Average Life]': '[72000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Prismatic Acrylic]', '[Lumens]': '[5000 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Steel]', '[Dimensions]': '[23-3/4 in H x 23-3/4 in W x 3-3/4 in D]'}"
185,[1024101000],"{'[Type]': '[Round Tip]', '[Series]': '[T16]', '[Maximum Diameter]': '[1-1/2 | in]', '[Grit]': '[20]', '[Bond Type]': '[Resin]', '[Shape Type]': '[Type 16]', '[Thread Size]': '[3/8 in - 24]', '[Maximum Speed]': '[24190 | rpm]', '[Abrasive Material]': '[Zirconia Alumina]'}"
186,[1112130000],"{'[Type]': '[Ultra Thin Cut-Resistant]', '[Series]': '[69-840]', '[Size]': '[X-Large]', '[Palm Material]': '[HPPE]', '[Coating Material]': '[Foam Nitrile]', '[Material]': '[HPPE]', '[Color]': '[Sky-Blue]', '[Hand Type]': '[Paired]', '[Lining]': '[HPPE]', '[Cuff Style]': '[Seamless]', '[ANSI Puncture-Resistance Level]': '[3]', '[Resists]': '[Abrasion, Cut, Tear and Puncture]'}"
187,[1015240000],"{'[Type]': '[Drive]', '[Series]': '[AU-2]', '[Arbor Hole Size]': '[3/8 | in]', '[Shank Diameter]': '[1/4 | in]', '[Shaft Length]': '[1-1/8 | in]', '[Suitable For Use With]': '[Mounting Small Diameter Wheels into a Collet or Chuck]', '[Maximum Speed]': '[20000 | rpm]'}"
188,[1015240000],"{'[Type]': '[Drive]', '[Series]': '[AU-3]', '[Arbor Hole Size]': '[1/4 | in]', '[Shank Diameter]': '[1/4 | in]', '[Shaft Length]': '[1-1/8 | in]', '[Suitable For Use With]': '[Mounting Small Diameter Wheels into a Collet or Chuck]', '[Maximum Speed]': '[25000 | rpm]'}"
189,[1112130000],"{'[Type]': '[Ultra Thin Cut-Resistant]', '[Series]': '[69-840]', '[Size]': '[2X-Large]', '[Palm Material]': '[HPPE]', '[Coating Material]': '[Foam Nitrile]', '[Material]': '[HPPE]', '[Color]': '[Sky-Blue]', '[Hand Type]': '[Paired]', '[Lining]': '[HPPE]', '[Cuff Style]': '[Seamless]', '[ANSI Puncture-Resistance Level]': '[3]', '[Resists]': '[Abrasion, Cut, Tear and Puncture]'}"
190,[1130240000],"{'[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Frame Material]': '[Polycarbonate]'}"
191,[1024101000],"{'[Type]': '[Round Tip]', '[Series]': '[T16]', '[Maximum Diameter]': '[1-1/2 | in]', '[Grit]': '[20]', '[Bond Type]': '[Resin]', '[Shape Type]': '[Type 16]', '[Thread Size]': '[5/8 in - 11]', '[Maximum Speed]': '[24190 | rpm]', '[Abrasive Material]': '[Zirconia Alumina]'}"
192,[341330000000],"{'[Type]': '[Foot LED Recessed]', '[Series]': '[OT-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[43 | W]', '[Lamp Base Type]': '[A12]', '[Average Life]': '[72000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Prismatic Acrylic]', '[Lumens]': '[5000 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Steel]', '[Dimensions]': '[23-3/4 in H x 23-3/4 in W x 3-3/4 in D]'}"
193,[342016000000],"{'[Series]': '[REL637]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[16 | W]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Lamp Base Type]': '[Edison]', '[Light Output]': '[75 | Lumens/W]', '[Recessed Trim Type]': '[Retrofit]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% TRIAC Dimming]', '[Lumens]': '[1200 | Lumens]', '[Mounting Type]': '[Ceiling]', '[Housing Material]': '[Die-Cast Aluminum]', '[Dimensions]': '[3.74 in H x 7.2 in W]'}"
194,[341815000000],"{'[Series]': '[OFL]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[50/90 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[130 | Lumens/W]', '[Average Life]': '[1000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[9100/13000 | Lumens]', '[Housing Material]': '[Aluminum Alloy]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[12.2 in H x 11.7 in W x 3.15 in D]'}"
195,[341121000000],"{'[Type]': '[Edge-Lit]', '[Series]': '[ELX-611]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Legend]': '[EXIT]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[3, 5 | W]', '[Average Life]': '[219000 | hrs]', '[Light Color]': '[Red]', '[Mounting Type]': '[Universal]', '[Power Source]': '[Nickel-Cadmium Battery]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Natural Aluminum]', '[Dimensions]': '[7-3/8 in H x 13-3/4 in W x 2 in D]'}"
196,[342013000000],"{'[Type]': '[Downlight]', '[Series]': '[RL276]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[8 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Number of Lamps]': '[1]', '[Light Output]': '[71 | W]', '[Recessed Trim Type]': '[Baffle]', '[Average Life]': '[50000 | hrs]', '[Light Color]': '[Blanco]', '[Color Temperature]': '[3000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% TRIAC Dimming]', '[Lumens]': '[600 | Lumens]', '[Housing Material]': '[Cast Aluminum]', '[Dimensions]': '[3-1/8 in H x 2-3/8 in W x 2-1/2 in D]'}"
197,[341343000000],"{'[Type]': '[Architectural]', '[Series]': '[OEC]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[16.7, 21.3, 31.6 | W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[2000, 3000, 4000 | Lumens]', '[Mounting Type]': '[Surface/Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss White]', '[Dimensions]': '[2-7/8 in L x 3-3/8 in W x 5-3/8 in H]'}"
198,[1010170000],"{'[Type]': '[Extra Abrasive]', '[Series]': '[SMT 325 Extra]', '[Disc Diameter]': '[4.5 | in]', '[Grit]': '[60]', '[Abrasive Material]': '[Zirconia Alumina]', '[Disc Type]': '[Flap]', '[Backing Material]': '[Plastic]', '[Maximum Speed]': '[13300 | rpm]'}"
199,[341537000000],"{'[Series]': '[Cruze ST]', '[Dimensions]': '[2 in H x 1.5 in W x 3 in L]'}"
